Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",224.01,381.81,52.29,47.49
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,234.92,133.49,98.22,129.54
Industrias manufactureras,81.19,60.92,72.75,76.33
Comercio al por mayor,210.96,128.51,72.66,125.27
Comercio al por menor,181.94,128.79,101.0,97.08
"Transportes, correos y almacenamiento",91.8,45.11,78.28,35.13
Información en medios masivos,61.53,616.29,78.88,279.68
Servicios financieros y de seguros,12519.81,2102.5,1701.87,1614.78
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,324.3,120.31,238.2,192.34
"Servicios profesionales, científicos y técnicos",141.97,73.01,184.22,124.72
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",296.31,199.73,148.57,299.74
Servicios educativos,192.19,155.21,94.94,95.08
Servicios de salud y de asistencia social,333.05,251.77,145.51,103.55
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",541.12,180.95,221.18,217.59
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,282.76,196.39,166.84,135.51
Otros servicios excepto actividades gubernamentales,306.18,255.95,98.55,102.3
Total,100.0,100.0,100.0,100.0
