Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,-0.0,0.0,0.0
Minería,0.0,-0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,-0.0,0.0,0.0
Construcción,16.19,-0.07,-1.09,0.49
Industrias manufactureras,45.75,-67.94,38.74,50.66
Comercio al por mayor,6.37,-3.34,8.63,4.07
Comercio al por menor,15.93,202.76,25.66,17.28
"Transportes, correos y almacenamiento",5.78,-23.59,3.05,21.9
Información en medios masivos,1.2,0.31,17.91,0.11
Servicios financieros y de seguros,0.01,-0.17,0.1,0.03
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.41,-0.78,1.51,1.15
"Servicios profesionales, científicos y técnicos",2.22,-1.02,0.79,-0.01
Dirección y administración de grupos empresariales o corporativos,0.0,-0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",-0.15,-0.96,1.48,0.64
Servicios educativos,1.33,-1.12,0.52,0.25
Servicios de salud y de asistencia social,1.35,-0.7,0.95,1.97
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.09,-0.14,-0.05,0.44
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,0.63,-1.06,1.47,0.89
Otros servicios excepto actividades gubernamentales,1.9,-2.16,0.33,0.13
Total,100.0,100.0,100.0,100.0
