Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.059,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,270.359,1.475,-31.573,13.492
Industrias manufactureras,716.7810000000001,924.56,1093.389,1850.633
Comercio al por mayor,42.076,54.32899999999999,302.636,148.16400000000002
Comercio al por menor,213.6,-2718.108,711.576,396.565
"Transportes, correos y almacenamiento",111.212,306.803,113.238,722.9390000000001
Información en medios masivos,36.826,-3.999,538.706,3.862
Servicios financieros y de seguros,0.737,2.203,3.128,1.655
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,27.146,9.783,43.524,40.407
"Servicios profesionales, científicos y técnicos",42.985,13.411,23.894,4.923
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1.109,10.82,45.174,20.818
Servicios educativos,25.389000000000003,14.672,15.438,13.791
Servicios de salud y de asistencia social,26.775,7.628,27.449,65.70400000000001
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1.656,1.746,-1.4529999999999998,14.354
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11.319,16.44,41.47,26.162
Otros servicios excepto actividades gubernamentales,30.301,28.818,8.937,12.028
Total,1558.2709999999995,-1329.4189999999994,2935.592,3335.4969999999994
